wave_id,wait_time_ms,x_end,std_all,std_tail_50,max_dev_tail_50,settling_trend,ringing_energy,max_slope,stability_ratio,pred_wait_time_ms,error_ms,abs_error_ms
62.0,6.92,1.906303989235924,0.3528351748094233,0.0024618155040888,0.0072322161217124,1.0222032881714436,8.707793066212247,0.0598355843350286,0.0069772394389004,6.5426116,-0.37738840103149407,0.37738840103149407
63.0,4.46,1.557087923621141,0.2282398435688593,0.0022385300804268,0.0069259606628844,1.1362956162129805,6.317080780710728,0.0561875756860404,0.0098077970770415,4.2769547,-0.18304534912109371,0.18304534912109371
64.0,4.48,2.3876777855198688,0.3550697669315272,0.0020859808019895,0.0101387523810636,1.093473848263202,7.139130006463019,0.0818861313291441,0.0058748476789266,4.33974,-0.1402602005004887,0.1402602005004887
65.0,5.41,2.368130219821172,0.3573417292489184,0.0023758145948917,0.0087554354276009,0.9120388338595068,8.14632348195367,0.0870760653537405,0.0066485786399387,5.3361373,-0.07386270523071303,0.07386270523071303
66.0,5.08,1.2958773448954155,0.1740534261649333,0.0027067670624364,0.0076829483020099,0.952568213189848,7.627555685984271,0.053675932679434,0.0155513574568773,5.3462663,0.2662662696838378,0.2662662696838378
67.0,6.37,3.0738973708710686,0.5674231649029738,0.0025869695638354,0.0095780659070303,0.9813138090347502,8.723856497956268,0.0641207384493134,0.0045591539423996,6.1184654,-0.25153457641601573,0.25153457641601573
68.0,6.97,1.502066722275367,0.2667486737291636,0.0027311308062356,0.0065294257288495,0.9179925905171602,8.976712931400593,0.047009158801673,0.0102385918468333,6.834516,-0.13548395156860327,0.13548395156860327
69.0,3.49,1.0788402476559158,0.1134636277615327,0.0025955057997374,0.0098003467030247,0.8998733005204347,5.840871279530562,0.0668336084370192,0.0228752229068259,3.6173484,0.12734843254089334,0.12734843254089334
70.0,2.89,2.634552378608669,0.3539861989668814,0.0026168378853594,0.0079536518014529,0.9842940542557672,6.634369796636756,0.0859675185789722,0.0073924855986033,3.1213567,0.2313567256927489,0.2313567256927489
71.0,5.66,1.8088127962131744,0.3033205132262573,0.0023832629793272,0.0086897306681399,1.1007715054855838,7.713160921841951,0.0558818231889748,0.0078572429741744,5.5699234,-0.09007659912109389,0.09007659912109389
72.0,5.84,1.8959342412702225,0.3102262769813561,0.0020083009830523,0.0062551455576516,1.1712995016809724,8.713629963923669,0.0572587044085866,0.0064736649523064,5.9570885,0.11708847045898452,0.11708847045898452
73.0,5.9,2.7281247443301924,0.4648119505307923,0.0030055341360077,0.0097162833244124,0.8815869260882381,8.631790867919625,0.0751086624740984,0.0064661292079719,5.7244825,-0.1755174636840824,0.1755174636840824
74.0,4.94,2.674513608481531,0.4461499946559336,0.0025279674570988,0.0099012657213579,1.0597228974800814,8.327149143088075,0.0653062862062712,0.0056661828571402,5.189079,0.24907880783081016,0.24907880783081016
